対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
石川,2023/10/26 18:56:41,長崎県,女,2000,,400万円以上 500万円未満,恋人,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,"自家用車, 飛行機",1,0,0,0,1,0,0,,0,0,0,0,4,名所が離れてて苦戦したがいい旅になった,,,初めて,"地元の美味しいものを食べる, ドライブ・ツーリング",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"観光展・物産展, 友人・知人",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,4,ご飯を食べ所を増やしてほしい。,展望台をもっと楽しめる場所にしてほしい,,,,9,機会があれば行きたい,遊ぶ所がほしい。 食べ物が美味しい。ドライブコースが多く名所も多くアートも感じることが出来る。,小松空港,同意する,,金沢の方と能登の観光をしました,,時間がなくて回ることが出来なかった,,,2000,,,,,,
石川,2023/10/26 19:19:33,神奈川県,男,1951,,200万円以上 300万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,気持ちよく移動が出来た,,,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,5,快適に過ごせた。,清潔,,,,9,機会があれば行きたい,とくになし 見るべきものが多い。,小松空港,同意する,,,,,,,1951,,,,,,
石川,2023/10/26 20:22:42,東京都,男,2001,,500万円以上 600万円未満,親,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"飛行機, 旅行会社ツアーバス",0,0,0,0,1,1,0,,0,0,0,0,5,最寄りインターから近くバスが建物近くまで寄せてくれる,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,4,イタリアンが美味しかったしお洒落だった,少し寂しい感じがする,,,,10,機会があれば行きたい,自転車で金沢市内を観光したが、道がわかりにくかったため、標識を増やしてくれるとありがたい。おでんきっぷなどお得感のあるものがあると嬉しい。 金沢のシェアサイクルが便利だった,小松空港,同意する,,,,安宅神社,,,2001,,,,,,
石川,2023/10/27 7:40:41,石川県,男,1978,,100万円未満,自分ひとり,2泊,東京,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,,,,,11回目以上,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"3,000円以上 5,000円未満",,,,,,,,,,,,5,売店の店員さんの対応がよかった。その後の旅が楽しくなる切っ掛けになった。,,,,,7,石川県在住,特になし,小松空港,同意する,,小松ドーム,,大乗寺丘陵公園,,,1978,,,,,,
石川,2023/10/27 11:22:25,北海道,女,1986,,500万円以上 600万円未満,職場の同僚,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,3,終バスが早い,,,初めて,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, 出張など仕事関係",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"インターネット・アプリ, X(旧：Twitter), Instagram, 友人・知人, タクシードライバーや地元の人",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,5,品揃え豊富,お土産が豊富,,,,10,機会があれば行きたい,地酒 兼六園の朝散歩,小松空港,同意する,,,,,,,1986,,,,,,
石川,2023/10/27 11:31:22,北海道,女,1995,,500万円以上 600万円未満,職場の同僚,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,空港→金沢駅のときに混雑していて補助席だったので、移動時間の腰痛が少し辛かったです。他は快適でした！,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 出張など仕事関係",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,空弁が豊富！,こぢんまりとしていてよかったです！,,,,10,機会があれば行きたい,特になし 食べものが美味しい！,小松空港,同意する,,21世紀美術館、兼六園,,,,,1995,,,,,,
石川,2023/10/27 13:59:57,沖縄県,女,1965,,"900万円以上 1,000万円未満",団体旅行,2泊,富山県,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,自分で運転するストレスが無く快適,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光協会等の案内所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,4,美味しいうどんがたあった,ショップ　食事店舗が少ない,,,,10,また行きたい（1年以内）,うどんが美味しかった 温泉♨️,小松空港,同意する,,輪島,,１０００枚なだ,,,1965,,,,,,
石川,2023/10/27 15:17:25,石川県,男,1963,,700万円以上 800万円未満,夫婦2人,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,2～5回目,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TV・ラジオ番組やCM, 観光パンフレット・ポスター",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,5,,,,,,8,機会があれば行きたい,カニ,小松空港,同意する,,,,,,,1963,,,,,,
石川,2023/10/27 18:08:18,千葉県,女,1949,,400万円以上 500万円未満,親,3泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,,,,初めて,"名所、旧跡の観光, まちあるき、都市散策",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,金継ぎ体験を経験できたこと 季節１０月下旬の気候が良かった,小松空港,同意する,,,,,,,1949,,,,,,
石川,2023/10/28 9:18:24,東京都,男,1999,,200万円以上 300万円未満,友人,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,,,,初めて,"まちあるき、都市散策, 友人・親戚を訪ねる, 出張など仕事関係",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"観光パンフレット・ポスター, 観光連盟やDMOのHP, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,5,お土産も売っており、空き時間も楽しめました。,とても綺麗でした。,,,,10,また行きたい（1年以内）,地域の伝統食をとことん楽しめるプログラム ご飯が美味しい,小松空港,同意する,,,,,,,1999,,,,,,
石川,2023/10/28 9:44:45,愛知県,男,1973,,"1,000万円以上 1,200万円未満",友人,4泊以上,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,4泊以上,,,,,,,,,レンタカー,0,1,0,0,0,0,0,,0,0,0,0,5,わかりやすかった,,,11回目以上,"お祭りやイベントへの参加・見物, スポーツ観戦や芸術鑑賞（コンサート等）, アウトドア（海水浴、釣り、登山など）",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"観光展・物産展, 観光パンフレット・ポスター, X(旧：Twitter), Instagram",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,"50,000円以上 100,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,1,北陸物産展のようにいろいろなものをとりあっかってほしい　　ライブキッチンやマグロの解体ショーなどその時その場所にいないと体験できないことや　　飛行機の集合先の物産展などイベントを充実させてほしい,飲食店が少ない　座れるスペースがすくないから時間を潰さない,,,,0,また行きたい（1年以内）,北陸物産展のようにいろいろなものをとりあっかってほしい　　ライブキッチンやマグロの解体ショーなどその時その場所にいないと体験できないことや　　飛行機の集合先の物産展などイベントを充実させてほしい 単純に飛行機利用以外で来た場合に面白くないから,小松空港,同意する,,イオン新小松,,白山,,,1973,,,,,,
石川,2023/10/28 11:53:14,福岡県,女,1989,,"1,000万円以上 1,200万円未満",小学生以下連れの家族,4泊以上,富山、神奈川,白山エリア （一里野温泉、白峰温泉、白山市など）,2泊,,,,,,,,,"レンタカー, 新幹線",0,1,1,0,0,0,0,,0,0,0,0,4,特にない。,,,2～5回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,授乳室がしっかりあった。,1階に授乳室がなくて不便だった。,,,,7,また行きたい（1年以内）,特になし。 ご飯が美味しい。,小松空港,同意する,,白山宿泊地,,福岡に帰る予定。,,,1989,,,,,,
石川,2023/10/28 13:32:50,石川県,男,1962,,400万円以上 500万円未満,夫婦2人,1泊,福井県,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,6～10回目,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光展・物産展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"30,000円以上 40,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,3,,,,,,10,また行きたい（1年以内）,焼くだけ、とか素材の味だけでは無く創意工夫された、料理です。,小松空港,同意する,,,,,,,1962,,,,,,
石川,2023/10/28 16:25:31,岐阜県,男,1990,,700万円以上 800万円未満,自分ひとり,1泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,1泊,,,,,,,,,"自家用車, 飛行機",1,0,0,0,1,0,0,,0,0,0,0,,,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光展・物産展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"20,000円以上 30,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,2,お店が少ない,,,,,7,また行きたい（1年以内）,特になし,小松空港,同意する,,,,,,,1990,,,,,,
石川,2023/10/28 16:41:36,石川県,女,1989,,600万円以上 700万円未満,自分ひとり,1泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,1泊,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV・ラジオ番組やCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,3,お土産は充実しているが飲食店が少ない,地方空港としての特徴が他の空港に比べて少ないかなと思った。照明が全体的に暗いのでもう少し明るくしたほうがよいと思う。,,,,7,石川県在住,特になし 展望ラウンジがゆったりしてる。コンパクトなので移動しやすい。,小松空港,同意する,,,,,,,1989,,,,,,
石川,2023/10/29 0:22:35,石川県,女,1956,,100万円以上 200万円未満,自分ひとり,2泊,島根県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円未満",,,,,,,,,,,,3,,,,,,5,石川県在住,特になし,小松空港,同意する,,,,,,,1956,,,,,,
石川,2023/10/29 16:13:45,東京都,男,1965,,700万円以上 800万円未満,全員大人の家族,1泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,時間が早い,,,2～5回目,温泉や露天風呂,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,4,美味しそう,普通,,,,9,また行きたい（1年以内）,今度はカニ,小松空港,同意する,,どこも寄っていない,,寄っていない,,,1965,,,,,,
石川,2023/10/29 22:04:22,東京都,女,1996,,500万円以上 600万円未満,親,4泊以上,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,4泊以上,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,,,,,11回目以上,友人・親戚を訪ねる,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, Instagram, ブログ, 親戚",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円未満",,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,和菓子作りなど,小松空港,同意する,,,,,,,1996,,,,,,
石川,2023/10/30 12:37:42,石川県,男,2003,,100万円未満,親,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,"ドライブ・ツーリング, 出張など仕事関係",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,,5,,,,,,10,石川県在住,特になし,小松空港,同意する,,,,,,,2003,,,,,,
石川,2023/10/30 14:02:40,沖縄県,女,1962,,800万円以上 900万円未満,夫婦2人,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,乗り換えなし,,,初めて,金沢マラソン,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"50,000円以上 100,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,3,,小松うどんが美味しかった,,,,8,機会があれば行きたい,金沢市の外食や、宿泊費が高い おもてなしと、美味しい物がある,小松空港,同意する,,,,,,,1962,,,,,,
石川,2023/10/31 13:20:45,千葉県,無回答,1975,,600万円以上 700万円未満,恋人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,,4,,,,,,6,機会があれば行きたい,海鮮,小松空港,同意する,,,,,,,1975,,,,,,
石川,2023/10/31 14:22:57,千葉県,男,1962,,"900万円以上 1,000万円未満",恋人,2泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,2泊,,,,,,,,,レンタカー,0,1,0,0,0,0,0,,0,0,0,0,,,,,初めて,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,4,,,,,,5,また行きたい（1年以内）,特に無し,小松空港,同意する,,,,,,,1962,,,,,,
石川,2023/10/31 18:18:01,神奈川県,女,1972,,"1,500万円以上",夫婦2人,2泊,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,スムーズにレンタカーを借りることができた,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, その他スポーツ（ゴルフ、テニスなど）",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,,3,,ワクワクしない。陳列などが殺風景,,,,8,機会があれば行きたい,絢爛豪華 泊まった旅館のコスパがとてもよかったから,小松空港,同意する,,山代温泉,,,,,1972,,,,,,
石川,2023/11/01 16:32:20,栃木県,男,1955,,300万円以上 400万円未満,夫婦2人,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,3,やはりバスツアーは大変,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,使わない,,,,,,,,,,,,3,,,,,,7,機会があれば行きたい,金沢街歩き,小松空港,同意する,,最初の訪問場所,,金沢城,,,1955,,,,,,
石川,2023/11/01 20:13:35,東京都,男,1980,,"1,000万円以上 1,200万円未満",自分ひとり,4泊以上,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,4泊以上,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,,,,11回目以上,"お祭りやイベントへの参加・見物, 出張など仕事関係",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,使わない,,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,八番らーめんが好き,小松空港,同意する,,,,,,,1980,,,,,,
石川,2023/11/02 8:50:26,神奈川県,男,1990,,500万円以上 600万円未満,自分ひとり,2泊,福井県,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,,,,11回目以上,"地元の美味しいものを食べる, 名所、旧跡の観光, 帰省",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円未満",,,,,,,,,,,,4,朝食が食べられるお店があると嬉しい,,,,,8,また行きたい（1年以内）,寿司 ヤマト醤油味噌の醤油ソフトクリーム,小松空港,同意する,,,,,,,1990,,,,,,
石川,2023/11/02 10:12:10,東京都,女,1995,,300万円以上 400万円未満,自分ひとり,4泊以上,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,4泊以上,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,,,,初めて,お祭りやイベントへの参加・見物,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円未満",,,,,,,,,,,,4,,,,,,10,また行きたい（1年以内）,特になし 人が優しいため,小松空港,同意する,,金沢城,,,,,1995,,,,,,
石川,2023/11/02 10:12:57,東京都,女,1971,,400万円以上 500万円未満,自分ひとり,3泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,3泊,,,,,,,,,"在来線, 飛行機",0,0,0,1,1,0,0,,0,0,0,0,,,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 友人・親戚を訪ねる",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV・ラジオ番組やCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,"3,000円以上 5,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,,3,,,,,,5,機会があれば行きたい,特になし,小松空港,同意する,,,,,,,1971,,,,,,
石川,2023/11/02 15:56:36,東京都,男,1966,,500万円以上 600万円未満,職場の同僚,3泊,福井県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,3,特に問題なかった,,,11回目以上,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,使わない,,,,,,,,,,,,3,,ラウンジが狭い,,,,4,どちらともいえない,特になし,小松空港,同意する,,,,,,,1966,,,,,,
石川,2023/11/03 15:18:47,兵庫県,男,1990,,700万円以上 800万円未満,自分ひとり,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,在来線,0,0,0,1,0,0,0,,0,0,0,0,4,バスがキレイでした,,,初めて,"買い物、アウトレット,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"X(旧：Twitter), Instagram, Facebook",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円未満",,,,,,,,,,,,4,,,,,,8,機会があれば行きたい,特になし,小松空港,同意する,,,,,,,1990,,,,,,
石川,2023/11/03 15:55:17,福岡県,女,1986,,300万円以上 400万円未満,自分ひとり,4泊以上,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,4泊以上,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,5,,,,6～10回目,"地元の美味しいものを食べる, まちあるき、都市散策",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円未満",,,,,,,,,,,,4,,,,,,7,機会があれば行きたい,特になし 魚がおいしいから,小松空港,同意する,,,,,,,1986,,,,,,
