対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
石川,2026/04/18 20:17:01,長崎県,男,1981,,800万円以上 900万円未満,自分ひとり,4泊以上,北日本,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"自家用車, バイク",1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,被災地を周る,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,アゴダ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"3,000円以上 5,000円未満",,使わない,,,,,,,,,,,4,3,,,,,,5,機会があれば行きたい,逆に兼六園以外で何があるか知りたい（今だと震災関連の情報も知りたいかな） 進めたいが流石に長崎からだと遠い,金沢家,同意する,,翌日に能登,,,,,1981,,,,,,
石川,2026/04/18 22:36:26,滋賀県,女,1962,,"1,200万円以上 1,500万円未満",自分ひとり,4泊以上,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,4泊以上,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,"宿でのんびり過ごす, 地元の美味しいものを食べる",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"50,000円以上 100,000円未満",,,,,,,,,,,5,5,立地　スタッフ,静か　落ち着く,,,,9,また行きたい（1年以内）,金沢独自の文化を感じられる場所を大事にして欲しい 食事　海鮮以外でも、美味しい。イタリアン、フレンチ、スペイン、チェコ料理と、さまざまなレストランかある,KOKOHOTEL Premier 金沢香林坊,同意する,,,,,,,1962,,,,,,
石川,2026/04/19 0:48:54,岡山県,男,1985,,"1,000万円以上 1,200万円未満",職場の同僚,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,5,5,,,,,,8,機会があれば行きたい,特になし,ガーデンホテル金沢,同意する,,,,東尋坊,,,1985,,,,,,
石川,2026/04/19 9:23:37,千葉県,女,2000,,200万円以上 300万円未満,親,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,5,,,,2～5回目,友人・親戚を訪ねる,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"1,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,5,5,,,,,,10,また行きたい（1年以内）,特になし,ガーデンホテル金沢,同意する,,,,,,,2000,,,,,,
石川,2026/04/19 9:57:25,山形県,男,1975,,800万円以上 900万円未満,小学生以下連れの家族,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,スポーツ観戦や芸術鑑賞（コンサート等）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, 友人・知人",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"50,000円以上 100,000円未満",,使わない,,,,,,,,,,,4,5,,,,,,8,機会があれば行きたい,ホテルの近くに焼き肉屋があり　能登牛を食べた他の観光地でもよく焼き肉は食べるけどとても美味しかったしお値段もとてもリーズナブルだった,KKRホテル金沢,同意する,,,,,,,1975,,,,,,
石川,2026/04/19 12:23:05,奈良県,女,1978,,100万円未満,恋人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 聖地巡礼",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, X(旧：Twitter), 観光協会等の案内所",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円未満",,,,,,,,,,,4,4,,,,,,6,機会があれば行きたい,のみじょしとのコラボ,金沢城公園,同意する,,,,,,,1978,,,,,,
石川,2026/04/19 12:59:58,富山県,女,2001,,400万円以上 500万円未満,恋人,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,2～5回目,"地元の美味しいものを食べる, 各種体験（手作り、果物狩りなど）",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"3,000円以上 5,000円未満",,,,,,,,,,,5,5,アイスも美味しく体験もできてよかった,トイレも綺麗だった,,,,10,また行きたい（1年以内）,特になし 遊びに行く場所がたくさんある,夢ミルク館（ホリ牧場）,同意する,,,,道の駅内灘,,,2001,,,,,,
石川,2026/04/19 13:02:31,富山県,男,1999,,400万円以上 500万円未満,恋人,1泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"花見や紅葉などの自然鑑賞, 買い物、アウトレット, ドライブ・ツーリング",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Instagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,4,4,アイスも美味しい。あと、お昼ご飯を食べれたら最高,触れ合えて満足,,,,7,また行きたい（1年以内）,特になし 近江市場の刺身の美味しさ。賑やかさ,夢ミルク館（ホリ牧場）,同意する,,,,,,,1999,,,,,,
石川,2026/04/19 13:25:22,富山県,男,1989,,400万円以上 500万円未満,小学生以下連れの家族,日帰り,富山県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,大変満足,,,初めて,テーマパーク（遊園地、動物園、博物館など）,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,3,2,キッチンカー以外ない,遊び回れて良かった,,,,6,機会があれば行きたい,ご当地料理、キッズご飯 もりのひみつきち,屋内木育施設 もりのひみつきち,同意する,,ここ以外行っていない,,帰宅,,,1989,,,,,,
石川,2026/04/19 14:01:31,東京都,女,1965,,500万円以上 600万円未満,自分ひとり,2泊,岐阜県,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,5,本数が多く、また色々な観光スポットに行ける,,,2～5回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, まちあるき、都市散策",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"40,000円以上 50,000円未満",,"1,000円未満",,,,,,,,,,,4,5,カフェを利用。綺麗で味もサービスも良かった,ガイドや説明資料が充実。トイレなども綺麗,,,,10,機会があれば行きたい,特にありません。 大河ドラマがより興味深くなる,金沢城公園,同意する,,武家屋敷,,金沢駅,,,1965,,,,,,
石川,2026/04/19 14:28:30,大阪府,女,1974,,100万円未満,友人,1泊,富山県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,5,5,建築のおもしろさと本の種類の多さ,書籍の種類が豊富,,,,10,また行きたい（1年以内）,地元の食材を買うことができるお店が知りたい 食べ物が美味しい、面白い施設が多いところ,石川県立図書館,同意する,,石川県立図書館,,インドカレー屋さん,,,1974,,,,,,
石川,2026/04/19 17:45:53,愛知県,男,1979,,800万円以上 900万円未満,友人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,ランニング,0,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"3,000円以上 5,000円未満",,使わない,,,,,,,,,,,5,4,,,,,,8,機会があれば行きたい,美味しい海産物,ガーデンホテル金沢,同意する,,金沢城,,,,,1979,,,,,,
石川,2026/04/19 19:15:39,埼玉県,女,1993,,400万円以上 500万円未満,友人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,5,加賀友禅を着られたから,,,2～5回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, お祭りやイベントへの参加・見物, 各種体験（手作り、果物狩りなど）",1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,"観光展・物産展, TV・ラジオ番組やCM, 観光連盟やDMOのHP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,"3,000円以上 5,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,5,5,加賀友禅で外国人に写真を撮られたから,しだれ桜が見られた,,,,10,また行きたい（1年以内）,ノドグロ、日本酒が美味しかった 兼六園の侘び寂びさ,金沢駅,同意する,,,,,,,1993,,,,,,
石川,2026/04/20 12:28:03,富山県,女,1983,,200万円以上 300万円未満,小学生以下連れの家族,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,4,,,,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,使わない,,使わない,,,,,,,,,,,5,5,平日なので空いており、子供も楽しんでいた,,,,,10,また行きたい（1年以内）,お洒落なお土産や飲食店はとてもテンションが上がります。,屋内木育施設 もりのひみつきち,同意する,,,,れきしる,,,1983,,,,,,
石川,2026/04/20 12:56:13,大阪府,女,1971,,100万円以上 200万円未満,夫婦2人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,色々なバスがある,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター, 観光協会等の案内所",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,"5,000円以上 10,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,5,5,ゆっくり見学できた,とても居心地が良かった,,,,10,また行きたい（1年以内）,飲食店が大阪より少し割高に感じました。 街全体が見応えがあり、ゆっくり観光できました。,石川県立歴史博物館,同意する,,,,,,,1971,,,,,,
石川,2026/04/20 14:01:01,愛知県,女,1991,,"1,200万円以上 1,500万円未満",自分ひとり,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,バス,0,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, スポーツ観戦や芸術鑑賞（コンサート等）, まちあるき、都市散策",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ, 友人・知人",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"40,000円以上 50,000円未満",,"1,000円未満",,,,,,,,,,,5,5,展示方法が新しく更新されている感じがした。知らないことが多々あって勉強になった。,,,,,10,また行きたい（1年以内）,展覧会を目当てに、観光もしています。充実した展覧会を今後も開催してほしいです。 遊歩道が整備されていて歩いていて気持ちがいい,石川県立歴史博物館,同意する,,国立工芸館、中村記念美術館、鈴木大拙館,,,,,1991,,,,,,
石川,2026/04/21 13:56:21,大阪府,女,1983,,300万円以上 400万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,長距離バス,0,0,0,0,0,0,0,,0,0,0,0,5,大阪から意外にちかくて快適でリーズナブル,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる, まちあるき、都市散策, 友人・親戚を訪ねる",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"3,000円以上 5,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,4,4,雰囲気がよい,,,,,7,また行きたい（1年以内）,ジェラートもっと食べたかったです。ひとりでいける店mapもほしい。地元の人にからんでみたい。 バス旅はリーズナブル。ホテルもリーズナブル。全体的にリーズナブル。観光客がおおすぎない。ごはんはおいしいし、観光もできる。,金沢中央観光案内所,同意する,,,,,,,1983,,,,,,
石川,2026/04/21 15:27:20,佐賀県,女,2002,,300万円以上 400万円未満,友人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"3,000円以上 5,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,5,5,,,,,,10,また行きたい（1年以内）,次回は輪島の朝イチにもいきたい,ガーデンホテル金沢,同意する,,富山県,,,,,2002,,,,,,
石川,2026/04/21 15:58:42,京都府,男,1981,,"1,500万円以上",自分ひとり,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,観光協会等の案内所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,"5,000円以上 10,000円未満",,使わない,,,,,,,,,,,4,3,,,,,,7,機会があれば行きたい,美味しいものを手軽に。もう少しのとまで近いと良い,尾山神社,同意する,,,,,,,1981,,,,,,
石川,2026/04/21 17:21:21,大阪府,女,1965,,400万円以上 500万円未満,夫婦2人,4泊以上,岐阜県,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,まちあるき、都市散策,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,4,4,,,,,,10,機会があれば行きたい,日本酒,金沢中央観光案内所,同意する,,,,,,,1965,,,,,,
石川,2026/04/21 17:23:41,埼玉県,男,1977,,800万円以上 900万円未満,自分ひとり,1泊,岐阜県,石川県内には宿泊しない,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,,,,2～5回目,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TV・ラジオ番組やCM, ブログ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,4,4,,,,,,6,また行きたい（1年以内）,かじ亭,金沢マンテンホテル駅前,同意する,,,,,,,1977,,,,,,
石川,2026/04/21 19:18:04,埼玉県,男,1999,,300万円以上 400万円未満,恋人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,,,,,初めて,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,4,5,清潔感が良い,文句のつけどころがない,,,,6,機会があれば行きたい,特になし 景色、ご飯が良かった,ホテル・トリフィート金沢,同意する,,小松駅,,,,,1999,,,,,,
石川,2026/04/22 8:12:41,秋田県,男,1976,,800万円以上 900万円未満,自分ひとり,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,,,,,初めて,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,4,4,施設は古いが接客が良かった,隣の部屋からのｷﾞｨｨｨとの扉の音が夜中に響く,,,,5,また行きたい（1年以内）,駅前のモニュメント？がすばらしい 応援したい,ガーデンホテル金沢,同意する,,金沢駅,,仕事のため,,,1976,,,,,,
石川,2026/04/22 8:38:52,埼玉県,女,1997,,200万円以上 300万円未満,自分ひとり,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,4,4,,,,,,5,機会があれば行きたい,のどぐろと能登牛。 兼六園は素敵な所でした。,ガーデンホテル金沢,同意する,,,,,,,1997,,,,,,
石川,2026/04/22 9:28:26,静岡県,男,2000,,400万円以上 500万円未満,恋人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"20,000円以上 30,000円未満",,,,,,,,,,,5,5,ロケーション、内装がとてもよかったです,スタッフの方の対応も丁寧でよかったです,,,,10,また行きたい（1年以内）,特になしです,由屋るる犀々,同意する,,,,,,,2000,,,,,,
石川,2026/04/22 10:09:00,大阪府,女,1975,,700万円以上 800万円未満,親,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,使わない,,,,,,,,,,,5,5,,朝ごはんが充実していて美味しかった,,,,10,また行きたい（1年以内）,全部みたので満足してます ポールボキューズのカフェ,ホテル・トリフィート金沢,同意する,,,,,,,1975,,,,,,
石川,2026/04/22 12:48:05,大阪府,女,1963,,"900万円以上 1,000万円未満",夫婦2人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,5,周遊ばすで安心して乗れる,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 各種体験（手作り、果物狩りなど）",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, インターネット・アプリ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,5,5,お菓子体験,,,,,8,機会があれば行きたい,ホテルの朝食の満足度,石川県観光物産館,同意する,,,,金沢駅から帰ります,,,1963,,,,,,
石川,2026/04/22 14:28:05,長野県,男,1998,,400万円以上 500万円未満,恋人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,5,景観が素晴らしいご飯最高,,,2～5回目,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光展・物産展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,5,5,,,,,,10,また行きたい（1年以内）,飲食店が充実していて助かります,兼六駐車場,同意する,,,,,,,1998,,,,,,
石川,2026/04/22 17:12:13,富山県,女,1985,,200万円以上 300万円未満,自分ひとり,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,使わない,,使わない,,,,,,,,,,,4,3,ギャラリーの絵画展を覗いたが、関係者の方が受付や絵の前にて大きな声で会話されてたので十分に観れなかった。,,,,,7,また行きたい（1年以内）,安くて新鮮な美味しい海産物を食べたい パンフレットが沢山置いてあり、見どころが沢山あることを知った,石川県政記念しいのき迎賓館,同意する,,仕事で訪れた会社,,,,,1985,,,,,,
石川,2026/04/22 20:35:43,群馬県,男,1983,,"1,200万円以上 1,500万円未満",自分ひとり,1泊,岐阜県,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,,,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,3,3,コスパが良いとは言えない。割高感が強い。,費用の割に満足度はさほど高くない。,,,,2,機会があれば行きたい,首都圏や他エリアでは味わえない食や体験が分かりやすいと良い。 街並みや特異性はあるが、いかんせんコスパが悪い。,ガーデンホテル金沢,同意する,,,,,,,1983,,,,,,
